Trip,Ident,Species,Coord_system,Latitude,Longitude,Date,Altitude_m,Collectors,Seeds,Location,Comments,MaxCoordUncertainty_m,Trip_comments,,,,,,,,,,,,,,,,
Trip7,NSW0014,Eucalyptus melliodora,WGS84,-32.90411761,150.0378866,06-JUL-19 4:12:11PM,686.02124,Helen Bothwell,Y,Continueing,"Massive old tree, seed, black cluster of worms on one branch",5,,,,,,,,,,,,,,,,,
Trip7,NSW0015,Eucalyptus melliodora,WGS84,-32.9797285,149.7962746,06-JUL-19 5:19:15PM,893.904785,Helen Bothwell,N,"S on B55, at Ilford turn W on Goulburn-Ilford Rd, pull onto dirt frontage on N side of rd",No seed,5,,,,,,,,,,,,,,,,,
Trip7,NSW0016,Eucalyptus melliodora,WGS84,-32.98264531,149.7389758,06-JUL-19 5:36:12PM,861.700928,Helen Bothwell,Y,At end of 'Rolling Hills' drive way,Just a couple fruits,5,"Farms in this area starting to open up a bit more, but still surrounded by dense forest on the hilltops and most farms smaller w many trees on open woodland pasture. NSW0009-0017 rolling farmland, big hills, but W of the deep mesas of Gardens of Stone, farms look healthy in this region, not grazed to the bone",,,,,,,,,,,,,,,,
Trip7,NSW0017,Eucalyptus melliodora,WGS84,-33.05459281,149.6923205,06-JUL-19 5:57:02PM,618.008545,Helen Bothwell,Y,Pull off into medium sized dirt lot on left/E side of rd,,5,,,,,,,,,,,,,,,,,
Trip7,NSW0018,Eucalyptus melliodora,WGS84,-33.29176018,149.5713342,07-JUL-19 11:13:35AM,717.263916,Helen Bothwell,N,"N out of Bathurst on Duramana Rd, tree on W side of rd","Leaves only, big old tree",5,,,,,,,,,,,,,,,,,
Trip7,NSW0019,Eucalyptus melliodora,WGS84,-33.24703988,149.5812118,07-JUL-19 11:29:49AM,618.969727,Helen Bothwell,Y,"Continuing N, W side of Rd","Some seed, just finished blooming",5,"Brachychiton populneus (Kurrajong bottle trees) common yesterday and today, also lots of blakeleyi; trees good 5-valved fruits unless otherwise noted",,,,,,,,,,,,,,,,
Trip7,NSW0020,Eucalyptus melliodora,WGS84,-33.16065146,149.5911186,07-JUL-19 11:58:13AM,640.8396,Helen Bothwell,Y,"E side of rd, park on W",Good seed tree,5,,,,,,,,,,,,,,,,,
Trip7,NSW0021,Eucalyptus melliodora,WGS84,-33.09353228,149.6055131,07-JUL-19 12:20:17PM,631.947754,Helen Bothwell,Y,W side of rd near bottom of big hill,"Top more gray than yellow, seeds look more glaucous??, but good 5 valves",5,,,,,,,,,,,,,,,,,
Trip7,NSW0022,Eucalyptus melliodora,WGS84,-33.05966084,149.6206689,07-JUL-19 12:28:26PM,555.042725,Helen Bothwell,N,Pull into big dirt turnaround at bottom of big curve,"Younger tree, leaves only",5,,,,,,,,,,,,,,,,,
Trip7,NSW0023,Eucalyptus melliodora,WGS84,-33.00137786,149.5706593,07-JUL-19 12:54:20PM,871.07373,Helen Bothwell,Y,"Turn W onto Hills End Rd, dirt pulloff on S dside","Only 2 seeds, TONS of umbel bundles but for next year",5,,,,,,,,,,,,,,,,,
Trip7,NSW0024,Eucalyptus melliodora,WGS84,-33.02469011,149.4953271,07-JUL-19 1:18:55PM,897.269531,Helen Bothwell,N,Continuing W ,"Younger tree, leaves only, some polyanthemos around",5,,,,,,,,,,,,,,,,,
Trip7,NSW0025,Eucalyptus melliodora,WGS84,-33.02776988,149.4436883,07-JUL-19 2:09:01PM,938.846191,Helen Bothwell,Y,"Continuing W; tree on S side, pulloff on N side","Older tree at edge of dense forest, lots of peppermint type bark tree and snow gums, v few Emel here; lots of polyanthemos, higher elevation; seed, 5 valved",5,,,,,,,,,,,,,,,,,
Trip7,NSW0026,Eucalyptus melliodora,WGS84,-33.03844457,149.6148652,07-JUL-19 3:13:52PM,700.441162,Helen Bothwell,N,"Going back E on Hills End Rd., tree on N side","Big old tree, could only reach leaves, umbels in leaf apex, trees around here seem a bit off? Lots of polyanthemos, maybe alba/gray box??",5,,,,,,,,,,,,,,,,,
Trip7,NSW0027,Eucalyptus melliodora,WGS84,-33.12175767,149.6000988,07-JUL-19 4:04:12PM,838.148682,Helen Bothwell,N,Going back S on Turondale Rd (other Rd closed!) W side pulloff ,"Tree too tall to reach seed, big, old",5,,,,,,,,,,,,,,,,,
Trip7,NSW0028,Eucalyptus melliodora,WGS84,-33.15302242,149.5909577,07-JUL-19 4:27:26PM,667.275879,Helen Bothwell,Y,E side of rd,"Massive old tree, good Emel, few seeds, most over fence in field",5,,,,,,,,,,,,,,,,,
Trip7,NSW0029,Eucalyptus melliodora,WGS84,-33.21013176,149.5875847,07-JUL-19 4:44:43PM,638.676758,Helen Bothwell,N,"Going S, E side of Rd","HUGE old tree, could only reach leaves",5,,,,,,,,,,,,,,,,,
Trip7,NSW0030,Eucalyptus melliodora,WGS84,-33.43413628,149.5472441,07-JUL-19 5:30:07PM,756.4375,Helen Bothwell,Y,S of Bathurst on E side of Boundary Rd S of A41,Great seed tree!,5,,,,,,,,,,,,,,,,,
Trip7,NSW0031,Eucalyptus melliodora,WGS84,-33.45246599,149.5590279,07-JUL-19 5:51:30PM,742.258057,Helen Bothwell,Y,"Take the racetrack! So bizarre. On E side of Conrad Straight, Mt Panorama Racing Circuit","Big, beautiful old tree, lots of seed",5,,,,,,,,,,,,,,,,,
Trip7,NSW0032,Eucalyptus melliodora,WGS84,-33.41937927,149.5495771,07-JUL-19 6:11:14PM,727.598145,Helen Bothwell,Y,"Going back N on Boundary Rd, W side","Big old tree, lots of seed",5,,,,,,,,,,,,,,,,,
Trip8,NSW0033,Eucalyptus melliodora?,WGS84,-35.04124216,149.0240115,19-AUG-19 11:15:41AM,574.98999,Helen Bothwell,Y,"N on A25 toward Yass, E side of rd at rest area","Big old tree, fruit w very deeply depressed discs, more so than typical, 5-valved, typical ovate young leaves & thinner, narrower mature leaves, lots of fruit",2,"Heading out into the interior, many of the supposed ALA Emel I'm unsure about - I think many were misidentified grey box (E. microcarpa) and some E. polyanthemos as well. Not seeing much of the typical Emel yellow hue, thinner leaves, and smaller umbels and fruits - definitely suspect, will see what the sequences have to say.",,,,,,,,,,,,,,,,
Trip8,NSW0034,Eucalyptus melliodora,WGS84,-34.98076505,148.8550645,19-AUG-19 1:07:51PM,562.973389,Helen Bothwell,Y,"S on Wee Jasper Rd. from Yass, pull off on E side of rd.","Lots of fruit, mostly 5-valved some 4, umbels of 7",2,,,,,,,,,,,,,,,,,
Trip8,NSW0035,Eucalyptus melliodora (hyb?),WGS84,-35.06787725,148.782035,19-AUG-19 2:04:58PM,503.131836,Helen Bothwell,Y,SE down Sawyers Gulley Rd just W of Narrangullen,"Lots of fruit, mostly 5-valved some 4, upper bark straighter w grey splotches, not as wavy as many Emel, hybrid w white or grey box?",2,,,,,,,,,,,,,,,,,
Trip8,NSW0036,Eucaluptus microcarpa?,WGS84,-35.06246086,148.7772664,19-AUG-19 2:22:19PM,518.512817,Helen Bothwell,Y,Heading back N on Sawyers Gulley Rd,"Lots of fruit, but 4-VALVED (few 5), yound leaves same color and size as Emel, but mostly pointed rather than rounded ovate, bark quite light, upper straighter than many Emel, grey box (E. microcarpa)??",2,,,,,,,,,,,,,,,,,
Trip8,NSW0037,Eucalyptus microcarpa?,WGS84,-35.05771511,148.7734483,19-AUG-19 2:33:27PM,530.048584,Helen Bothwell,Y,Heading N on Sawyers Gulley Rd,"Lots of fruit, 5-valved, looks much more like typical Emel, but fruits a bit small, maybe grey box",2,,,,,,,,,,,,,,,,,
Trip8,NSW0038,Eucalyptus melliodora,WGS84,-35.04721209,148.7646293,19-AUG-19 2:55:30PM,592.293457,Helen Bothwell,N,Heading N on Sawyers Gulley Rd,"Big old Emel, leaves only, LOTS of mistletoe, umbels of 7",2,,,,,,,,,,,,,,,,,
Trip8,NSW0039,Eucalyptus melliodora or microcarpa?,WGS84,-35.07289725,148.7096611,19-AUG-19 3:22:41PM,522.598389,Helen Bothwell,Y,S down Doctors Flat Rd,"Lots of fruit, 4 & 5-valved, umbels of 7 - look more like grey than mell and fruits smaller, leaves thinner",2,,,,,,,,,,,,,,,,,
Trip8,NSW0040,Eucalyptus melliodora?,WGS84,-35.10355943,148.7004788,19-AUG-19 4:05:46PM,519.714478,Helen Bothwell,Y,Along N side of Wee Jasper Rd.,"Beautiful twin trunk, super wavy bark, good 5-valved seed, umbels of 7",2,,,,,,,,,,,,,,,,,
Trip8,NSW0041,Eucalyptus melliodora or microcarpa?,WGS84,-35.09675777,148.6706003,19-AUG-19 4:50:32PM,377.680786,Helen Bothwell,N,N on Caves Rd. from Wee Jasper,"Leaves only, TONS of 7 umbels, will be loaded with seed next year, old monster",2,,,,,,,,,,,,,,,,,
Trip8,NSW0042,Eucalyptus melliodora,WGS84,-35.10198011,148.6716486,19-AUG-19 5:02:48PM,381.766357,Helen Bothwell,Y,"Continuing on Caves Rd. heading S, E side of rd","Big old tree, classic wavy bark, lots of 5-valved fruit",2,,,,,,,,,,,,,,,,,
Trip8,NSW0043,Eucalyptus melliodora,WGS84,-35.12969177,148.6544524,19-AUG-19 5:25:45PM,451.221069,Helen Bothwell,Y,Continuing on Wee Jasper Rd after turns to dirt,"Lots of seed, many 4-valved but also 5",2,,,,,,,,,,,,,,,,,
Trip8,NSW0044,Eucalyptus melliodora or microcarpa?,WGS84,-35.11147731,147.9557604,20-AUG-19 10:40:27AM,234.926025,Helen Bothwell,Y,"Take M31 SW from Gundagai, N on Old Hume Hwy","Not at all sure on this one, many 4-valved fruits some 5, leaves a little darker not as blue-grey, upper branches fairly straight not twisty and many trunked, upper not yellowish, leaves narrower and more whispy, young not as ovate and didn't smell typical Emel pungency",2,,,,,,,,,,,,,,,,,
Trip8,NSW0045,Eucalyptus melliodora,WGS84,-35.13979364,147.9885033,20-AUG-19 11:03:07AM,251.027954,Helen Bothwell,F,S on Old Hume Hwy,"Fairly confident this is a good Emel, big old tree, only 2 fruits but look good, juvenile leaves right shape/color/smell",2,,,,,,,,,,,,,,,,,
Trip8,NSW0046,Eucalyptus melliodora,WGS84,-35.17417722,148.0114326,20-AUG-19 11:17:56AM,238.771362,Helen Bothwell,N,Go S on Gundagai Rd.,"Huge old tree, leaves only, found 1 reachable fruit that looked good, typical Emel",2,,,,,,,,,,,,,,,,,
Trip8,NSW0047,Eucalyptus melliodora,WGS84,-35.20175368,148.0307351,20-AUG-19 11:28:29AM,261.602539,Helen Bothwell,Y,Go S on Gundagai Rd.,"Huge old tree, some seed, 5-valved and some 4",2,,,,,,,,,,,,,,,,,
Trip8,NSW0048,Eucalyptus melliodora,WGS84,-35.32773879,148.0640359,20-AUG-19 12:01:02PM,377.921021,Helen Bothwell,F,S on Selwyn St. out of Adelong,"Leaves seem a bit too small, but fruit looks good, 5-6 valved, only got 2 fruits",2,,,,,,,,,,,,,,,,,
Trip8,NSW0049,Eucalyptus melliodora,WGS84,-35.34398141,147.9555561,20-AUG-19 12:39:11PM,364.462769,Helen Bothwell,F,W down Yaven Creek Rd. off B72,"Big old, good Emel, only a few seeds",2,,,,,,,,,,,,,,,,,
Trip8,NSW0050,Eucalyptus melliodora or microcarpa?,WGS84,-35.20359049,147.8887732,20-AUG-19 1:27:23PM,242.135986,Helen Bothwell,Y,E side of B72,"Leaves and bark looks perfect, but fruits more barrel shaped, many 4-valved some 5, hybrid? Lots of fruits",2,,,,,,,,,,,,,,,,,
Trip8,NSW0051,Eucalyptus microcarpa?,WGS84,-35.22034214,147.7609361,20-AUG-19 2:03:49PM,225.793701,Helen Bothwell,Y,Lower Tarcutta Rd between A20 and M31,"NOT Emel, leaves v small and on fronds, umbels of 2-3 on a frond and large and elongated, fruits barrel-shaped and smaller",2,,,,,,,,,,,,,,,,,
Trip8,NSW0052,Eucalyptus sideroxylon,WGS84,-35.28133364,147.7222592,20-AUG-19 2:29:28PM,255.354004,Helen Bothwell,N,N on Mate's Gulley Rd. off M31,First Esid! Leaves only. ,2,"Tons of Esid around here going N, all good big 5-valved cups",,,,,,,,,,,,,,,,
Trip8,NSW0053,Eucalyptus sideroxylon,WGS84,-35.28080978,147.7194433,20-AUG-19 2:36:12PM,261.842773,Helen Bothwell,Y,Continuing N on Mate's Gulley Rd.,"Close to 0052, but has seed",2,,,,,,,,,,,,,,,,,
Trip8,NSW0054,Eucalyptus sideroxylon,WGS84,-35.26500704,147.6920104,20-AUG-19 2:51:21PM,310.148682,Helen Bothwell,Y,Continuing N on Mate's Gulley Rd.,Lots of seed,2,,,,,,,,,,,,,,,,,
Trip8,NSW0055,Eucalyptus melliodora,WGS84,-35.24930036,147.6822376,20-AUG-19 3:05:28PM,272.897949,Helen Bothwell,N,Continuing N on Mate's Gulley Rd.,"Younger Emel, leaves only, next to good big old Emel.",2,,,,,,,,,,,,,,,,,
Trip8,NSW0056,Eucalyptus sideroxylon,WGS84,-35.27284018,147.7017631,20-AUG-19 3:19:41PM,273.138306,Helen Bothwell,Y,Back S on Mate's Gulley Rd.,"Old Esid, lots of seed",2,,,,,,,,,,,,,,,,,
Trip8,NSW0057,Eucalyptus sideroxylon,WGS84,-35.2807625,147.7429167,20-AUG-19 3:46:31PM,258.237915,Helen Bothwell,Y,S on Westbrook Rd out of Tarcutta,"Big old Esid, some seed",2,,,,,,,,,,,,,,,,,
Trip8,NSW0058,Eucalyptus melliodora,WGS84,-35.31313241,147.774603,20-AUG-19 3:56:58PM,257.997559,Helen Bothwell,Y,Continuing S,"Good Emel, BIG",2,,,,,,,,,,,,,,,,,
Trip8,NSW0059,Eucalyptus sideroxylon,WGS84,-35.32370609,147.7886907,20-AUG-19 4:17:40PM,290.441895,Helen Bothwell,N,"Continuing, W side of rd","Leaves only, Esid",2,,,,,,,,,,,,,,,,,
Trip8,NSW0060,Eucalyptus melliodora,WGS84,-35.3735661,147.8100868,20-AUG-19 4:57:30PM,276.983521,Helen Bothwell,Y,"W on Oberne-Umbango Rd., N side of rd","Good Emel, 5-valved fruits and many",2,,,,,,,,,,,,,,,,,
Trip8,NSW0061,Eucalyptus sideroxylon,WGS84,-35.38459039,147.7846044,20-AUG-19 5:07:27PM,278.906128,Helen Bothwell,F,W on Oberne-Umbango Rd.,"Esid, few fruits",2,,,,,,,,,,,,,,,,,
Trip8,NSW0062,Eucalyptus melliodora,WGS84,-35.43578354,147.7687163,20-AUG-19 5:26:36PM,289.480469,Helen Bothwell,Y,S on Humula Rd,"Emel, bark in bigger peely sheets thn normal at base, but upper boxy, fruits good 5-valved, leaves good",2,,,,,,,,,,,,,,,,,
Trip8,NSW0063,Eucalyptus melliodora (hyb?),WGS84,-35.51404243,147.7309475,20-AUG-19 5:50:56PM,306.543823,Helen Bothwell,Y,S on Humula Rd,"5-valved fruit, but a bit more barelly, leaves good, but bark more large peely strips, possible hypbrid between Emel and E. polyanthemos??",2,,,,,,,,,,,,,,,,,
Trip8,NSW0064,Eucalyptus albens/microcarpa/melliodora?,WGS84,-35.55616234,147.7291671,20-AUG-19 6:09:18PM,328.894287,Helen Bothwell,N,S on Humula Rd,"Leaves good and umbels of 7, but no seed, and bark quite light, white/grey upper not yellow, white box??",2,,,,,,,,,,,,,,,,,
Trip8,NSW0065,Eucalyptus melliodora,WGS84,-35.15170533,147.5340161,21-AUG-19 11:06:13AM,231.801758,Helen Bothwell,N,Wokolena Rd. N of A20,"Big, old Emel, leaves only; right next to big old frondy species w rougher, peely bottom bark, smaller narrower greener leaves, and smaller barrel fruits w 4-5 valves (NSW0066); CLEARLY different ssp.; Emel darker, bluer leaves, ovate juvenile leaves on more substantial branchlets, not frondy like willow",4,,,,,,,,,,,,,,,,,
Trip8,NSW0066,Eucalyptus polyanthemos?,WGS84,-35.15162654,147.5341253,21-AUG-19 11:15:42AM,232.042114,Helen Bothwell,Y,Wokolena Rd. N of A20,"Seed; very clearly different from 0065 when seen right next to each other, upper bark of imposter also twisty, grey and white splotched; Emel lower bark much less rough, lighter, and not as peely, flatter boxy then poly",4,,,,,,,,,,,,,,,,,
Trip8,NSW0067,Eucalyptus sideroxylon,WGS84,-35.14584437,147.5388173,21-AUG-19 11:21:38AM,217.622437,Helen Bothwell,Y,Wokolena Rd. N of A21,"Esid, seed",4,,,,,,,,,,,,,,,,,
Trip8,NSW0068,Eucalyptus melliodor hybrid or microcarpa?,WGS84,-35.14309536,147.5404946,21-AUG-19 11:34:16AM,223.390381,Helen Bothwell,F,,"Thought it was Emel, but likely hybrid or microcarpa??, bark more like Emel, but fruit smaller barrels, 4-valved + some 5, only a few fruits; many leaves darker and larger like Emel, but some frondy, juv leaves paler vlue and ovate, but perhaps a little more pointed",4,,,,,,,,,,,,,,,,,
Trip8,NSW0069,Eucalyptus sideroxylon,WGS84,-35.16186898,147.5825697,21-AUG-19 12:06:46PM,219.7854,Helen Bothwell,Y,At reststop S side of A20,"Esid, lots of seed, flowering white; could be planted, but many Esid in wild nearby; loaded w seed which surely reflects the local pollen pool",4,,,,,,,,,,,,,,,,,
Trip8,NSW0070,Ironbark ssp. 1,WGS84,-35.1412013,147.716016,21-AUG-19 12:35:02PM,286.115967,Helen Bothwell,N,N on Windamarra Rd to Yabtree Rd.,"Younger Esid, leaves only, possibly another ironbark??; checked Mundarlo Rd which ALA listed as Esid, but was other ironbark ssp., more grey than black bark and instead of big cups, fruits were about 1/2 as long and formed flat cups in clusters w 4 large valves protruding upward, smaller leaves, too",4,,,,,,,,,,,,,,,,,
Trip8,NSW0071,Eucalyptus melliodora,WGS84,-34.88430359,148.1315458,21-AUG-19 3:44:42PM,259.679932,Helen Bothwell,Y,"Muttama Rd. N, W side of rd","Very tall single trunk, leaves nearly good, but juvenile coming to point instead of rounded, but right color and fruits good 5-valves, yellowish upper!",4,,,,,,,,,,,,,,,,,
Trip8,NSW0072,Eucalyptus melliodora,WGS84,-34.9176712,148.1609702,21-AUG-19 4:03:03PM,249.105347,Helen Bothwell,Y,Muttama Rd. N,"HUGE old tree, very boxy yellow bark, leaves a bit off, but resprout, fruits good 5-valved, typical cups, a few 4-valved",4,,,,,,,,,,,,,,,,,
Trip8,NSW0073,Eucalyptus melliodora,WGS84,-34.93801902,148.9928897,21-AUG-19 5:12:11PM,590.37085,Helen Bothwell,F,Turn W on Long Rail Gully Rd off A25 (Barton Hwy),"Good big Emel, typical 5-valved fruit (only a few), perfect ovate juv leaves",4,,,,,,,,,,,,,,,,,
Trip8,NSW0074,Eucalyptus melliodora,WGS84,-34.93740245,148.9884217,21-AUG-19 5:27:32PM,604.550293,Helen Bothwell,Y,Turn W on Long Rail Gully Rd off A25 (Barton Hwy),"TONS of fruits, good 5-valved, plump fruits, typical Emel. Many younger and resprout leaves on fronds like 0072, umbels of 7",4,"Emel are different in drier Canberra area compared to wetter Gundagai/Wagga Wagga region, also lower elevation there; many ALA Emel seem to be misidentified in that region, w much smaller/barrely fruits, likely grey box further west",,,,,,,,,,,,,,,,
Trip9,NSW0075,Eucalyptus melliodora (possibly microcarpa? hyb?),WGS84,-32.30521655,150.8323601,30-AUG-19 3:33:16PM,160.905151,Helen Bothwell,Y,Along Denman Rd. SE of Musswelbrook,"Most likely Emel, fruit looks good Emel 5-valved, umbels of 7, leaves quite thin/narrow but older tree, smells right",3,"Driving from Newcastle inland, I was only able to find 1 of ALA's Emel; lots of mining and new development around Musswelbrook - may be cut down?",,,,,,,,,,,,,,,,
Trip9,NSW0076,Eucalyptus melliodora,WGS84,-32.14445978,151.0717902,30-AUG-19 4:59:43PM,237.569702,Helen Bothwell,F,From Aberdeen take Rouchel Rd E,"Very thin leaves but good yellow bark, 5-valved Emel fruits, flowering, few older fruits but many young green",3,,,,,,,,,,,,,,,,,
Trip9,NSW0077,Eucalyptus melliodora,WGS84,-32.11912078,151.0911218,30-AUG-19 5:21:04PM,257.757324,Helen Bothwell,F,"In Upper Rouchel, turn down Back Ck. Rd (dirt road on left)","HUGE old tree, flowering and heavy w/ umbels, but few fruits, 5-valved some 4",3,,,,,,,,,,,,,,,,,
Trip9,NSW0078,Eucalyptus melliodora,WGS84,-32.11770357,151.0914407,30-AUG-19 5:35:41PM,260.88147,Helen Bothwell,Y,Close to NSW0077,"Has lots of fruit, good mature plump Emel, flowering",3,,,,,,,,,,,,,,,,,
Trip9,NSW0079,Eucalyptus melliodora,WGS84,-32.13996582,151.1047273,30-AUG-19 6:12:28PM,275.301147,Helen Bothwell,Y,"Go back to Upper Rouchel Rd, take Davis Ck. dirt rd; raining hard now, flowering, good Emel",,3,Wet and rainy all day today,,,,,,,,,,,,,,,,
Trip9,NSW0080,Eucalyptus melliodora,WGS84,-32.0155244,150.7918486,31-AUG-19 10:35:29AM,222.429077,Helen Bothwell,F,"From Scone take Liverpool Rd W, then Bunnan Rd NW","Only a few fruits, big old Emel",2,Wet and rainy today,,,,,,,,,,,,,,,,
Trip9,NSW0081,Eucalyptus melliodora,WGS84,-32.03801304,150.7093638,31-AUG-19 11:05:11AM,312.792236,Helen Bothwell,F,"Continue on Bunnan Rd, then turn rt ~100' up Gibbergunyah Rd","Flowering heavily, but only found 1 fruit, most likely Emel, but very thin leaves and 4-valved fruits",2,,,,,,,,,,,,,,,,,
Trip9,NSW0082,Eucalyptus melliodora,WGS84,-32.04688839,150.6718526,31-AUG-19 11:49:29AM,262.563721,Helen Bothwell,Y,"Continue on Bunnan Rd, turn N into Cuan gate, tree right @ entrance","Big old Emel, fruits quite large, but trunk looks good, young leaves ovate, mature leaves smaller/thin",4,,,,,,,,,,,,,,,,,
Trip9,NSW0083,Eucalyptus melliodora (hyb w polyanthemos?),WGS84,-32.03487829,150.5857903,31-AUG-19 12:05:53PM,261.121826,Helen Bothwell,N,In rest area leaving W end of Bunnan,"Good ovate juv leaves but tall, I could only each resprout, no seed",3,,,,,,,,,,,,,,,,,
Trip9,NSW0084,Eucalyptus melliodora,WGS84,-32.03488911,150.5861475,31-AUG-19 12:08:17PM,261.121826,Helen Bothwell,Y,Same rest stop,"Lots of fruit, weird burrowing insect like bark beetle (?) evidence on dead branches & grass pulled into holes, much smaller fruit than 082, more like what I've been seeing on typical Emel, fruits mostly 5-valved some 4",2,,,,,,,,,,,,,,,,,
Trip9,NSW0085,Eucalyptus melliodora,WGS84,-32.01725869,150.5609088,31-AUG-19 12:46:11PM,291.403076,Helen Bothwell,Y,N on Kara Springs Rd just W of Bunnan,"Big old Emel, lots of seed",1,"Talked awhile with an older farmer. His family had been farming that land for over 100 years. He mentioned a big die-off of Emel around 2003, but they have rebounded and are doing well in the area now. The rebound interestingly corresponded to the same time that a big mine(?) in the region stopped burning sulfur dioxide. He mentioned good, healthy wild stands on his land further up Kara Springs Rd and that his family had planted 1000 trees recently. Also mentioned 6 suicides mostly young farm men in as many recent years. Very tough morale for farmers, especially hitting the young guys, uff. ",,,,,,,,,,,,,,,,
Trip9,NSW0086,Eucalyptus melliodora,WGS84,-32.0259566,150.5737962,31-AUG-19 12:59:55PM,269.533325,Helen Bothwell,Y,Same rd.,"Fruits, some 5-valved but most 4",3,,,,,,,,,,,,,,,,,
Trip9,NSW0087,Eucalyptus melliodora,WGS84,-32.03681074,150.6492041,31-AUG-19 1:22:34PM,299.814575,Helen Bothwell,Y,"Back E on Bunnan Rd, S side of rd","Big old Emel, lots of fruit, 4 and 5-valved, flowering, nurse tree to Brachychiton (populneus?) - common association",2,,,,,,,,,,,,,,,,,
Trip9,NSW0088,Eucalyptus melliodora,WGS84,-31.78305692,150.9139098,31-AUG-19 3:14:53PM,436.320801,Helen Bothwell,Y,N on A15 NE on Haydons Land,"Big old Emel, lots of 5-valved fruits, just finishing flowering, heavy w umbels",2,,,,,,,,,,,,,,,,,
Trip9,NSW0089,Eucalyptus microcarpa??,WGS84,-31.66856507,150.7415893,31-AUG-19 3:48:29PM,454.585693,Helen Bothwell,Y,N of Ardglen on A15,"Small fruits mostly 4-valved, flowering, heavy with umbels; big stand of ALA Emel before here were behind private gate",2,"There are many Emel in this region, but most on private property - large horse farms in the valley",,,,,,,,,,,,,,,,
Trip9,NSW0090,Eucalyptus melliodora,WGS84,-31.67505291,150.6596763,31-AUG-19 4:05:29PM,384.650391,Helen Bothwell,N,At Willow Tree take Merriwa Rd W then Warrah Creek Rd S,"Medium to younger age good Emel juv leaves and umbels, but no seed",1,,,,,,,,,,,,,,,,,
Trip9,NSW0091,Eucalyptus melliodora,WGS84,-31.73216192,150.6693047,31-AUG-19 4:20:32PM,427.90918,Helen Bothwell,Y,S on Warrah Creek Rd ,"TONS of fruit, mature/reproductive leaves v thin and longer, 5-valved fruits, just finishing flowering, heavy w umbels, BIG old Emel",3,,,,,,,,,,,,,,,,,
Trip9,NSW0092,Eucalyptus melliodora (hyb?),WGS84,-31.76528527,150.6675751,31-AUG-19 4:41:08PM,463.958496,Helen Bothwell,Y,S on Warrah Creek Rd ,"Fruit quite small, leaves also quite thin and frondy, fruits 5-valved and axial umbels",3,,,,,,,,,,,,,,,,,
Trip9,NSW0093,Eucalyptus melliodora,WGS84,-31.76386965,150.6680448,31-AUG-19 4:49:09PM,464.679443,Helen Bothwell,Y,S on Warrah Creek Rd ,"Redder/yellower bark, 5-valved fruits bigger and plumper, good Emel, leaves more blue-grey and bigger, not as frondy, lots of fruit, flowering",3,,,,,,,,,,,,,,,,,
Trip9,NSW0094,Eucalyptus melliodora or hyb?,WGS84,-31.75172579,150.6697166,31-AUG-19 5:00:45PM,447.375854,Helen Bothwell,Y,S on Warrah Creek Rd ,"Leaves frondy but larger, LOTS of 5-valved fruits but a bit more barrel-shaped, flowering",,,,,,,,,,,,,,,,,,
Trip9,NSW0095,Eucalyptus melliodora,WGS84,-31.49767483,151.0952127,31-AUG-19 6:37:59PM,628.823486,Helen Bothwell,Y,Crawney Rd S of Nundle,"5-valved fruit, bark rougher than typical Emel, but good ovate juv leaves, lots of fruit",,"S of NSW0095 from Nundle the ALA reccords do not exist, and furthermore are in denser wooded hills getting into higher elevation mountainous terrain - NOT Emel habitat. Along Lindsay's Gap Rd between A15 and Nundle, the landscape is nicely wooded/open woodland pasture with many light trunked box (on private property, but v likely E. albens) ",,,,,,,,,,,,,,,,
Trip9,NSW0096,Eucalyptus melliodora,WGS84,-31.15869398,151.0484082,01-SEP-19 9:47:13AM,422.62207,Helen Bothwell,Y,"S from Tamworth on Nundle Rd, N on Martins Lane","Right along roadside by house, potentially planted, heavy w flowers/umbels/bees (melliodora!), only 2 fruits but big and plump 5-valved, good Emel bark, ovate juv leaves, medium aged", ,Finally not raining!,,,,,,,,,,,,,,,,
Trip9,NSW0097,Eucalyptus melliodora,WGS84,-31.23102997,151.1084895,01-SEP-19 10:06:47AM,451.221069,Helen Bothwell,Y,S down Dungowan-Woolomin Rd,"Possibly planted along roadside row along dirt rd, but OLD, big plump 5-valved fruits, umbels of 7, nurse tree to Brachychiton",1,,,,,,,,,,,,,,,,,
Trip9,NSW0098,Eucalyptus melliodora,WGS84,-31.41448109,151.1365435,01-SEP-19 11:19:57AM,560.810547,Helen Bothwell,Y,S down Fossikers Way/Bowling Alley Pt.,"HUGE old Emel, good ovate juv leaves, 5-valved fruits",2,"Again, most ALA Emel through here do not exist (either mortality or mis-ID)",,,,,,,,,,,,,,,,
Trip9,NSW0099,Eucalyptus melliodora,WGS84,-31.24004362,151.1173553,01-SEP-19 10:27:18AM,460.834229,Helen Bothwell,Y,S down Dungowan-Woolomin Rd,"Mid-aged, upper bark rather peely, good fat 5-valved fruits, maybe other ssp??, but flowering white, buzzing w bees, and axial umbels of 7",2,,,,,,,,,,,,,,,,,
Trip9,NSW0100,Eucalyptus melliodora,WGS84,-31.41188487,151.1086724,01-SEP-19 11:44:31AM,588.688477,Helen Bothwell,Y,S on Nundle Rd,"Mid-aged to younger, LOTS of nice plump 5-valved fruits, perfect Emel juv leaves, umbels of 7, good example of typical boxy bark, just finished flowering",1,,,,,,,,,,,,,,,,,
